"ENTITY_CD","ENTITY_NAME","YEAR","NUM_FREE_LUNCH","PER_FREE_LUNCH","NUM_REDUCED_LUNCH","PER_REDUCED_LUNCH"
"412300010022","JOHN F KENNEDY MIDDLE SCHOOL","2018","543","80","21","3"
"412300010023","SENATOR JAMES H DONOVAN MIDDLE SCHOOL","2018","621","87","11","2"
"412300010024","THOMAS R PROCTOR HIGH SCHOOL","2018","2161","79","53","2"
"412300010026","ROSCOE CONKLING ELEMENTARY SCHOOL","2018","510","84","26","4"
"412300861058","UTICA ACADEMY OF SCIENCE CHARTER SCHOOL","2018","325","73","31","7"
"412801040000","WESTMORELAND CENTRAL SCHOOL DISTRICT","2018","218","25","41","5"
"412801040002","WESTMORELAND ELEMENTARY SCHOOL","2018","97","32","2","1"
"412801040003","WESTMORELAND HIGH SCHOOL","2018","57","21","15","6"
"412801040004","WESTMORELAND MIDDLE SCHOOL","2018","64","21","24","8"
"412901040000","ORISKANY CENTRAL SCHOOL DISTRICT","2018","165","28","38","7"
"412901040002","N A WALBRAN ELEMENTARY SCHOOL","2018","97","33","20","7"
"412901040003","ORISKANY JUNIOR-SENIOR HIGH SCHOOL","2018","68","23","18","6"
"412902060000","WHITESBORO CENTRAL SCHOOL DISTRICT","2018","852","27","163","5"
"412902060002","MARCY ELEMENTARY SCHOOL","2018","77","25","17","6"
"412902060003","HARTS HILL SCHOOL","2018","58","16","12","3"
"412902060005","DEERFIELD ELEMENTARY SCHOOL","2018","101","32","10","3"
"412902060006","WHITESBORO MIDDLE SCHOOL","2018","149","29","23","5"
"412902060007","PARKWAY MIDDLE SCHOOL","2018","74","30","20","8"
"412902060008","WHITESBORO HIGH SCHOOL","2018","224","23","46","5"
"412902060009","WESTMORELAND ROAD ELEMENTARY SCHOOL","2018","169","42","35","9"
"420101060000","WEST GENESEE CENTRAL SCHOOL DISTRICT","2018","847","19","185","4"
"420101060001","EAST HILL ELEMENTARY SCHOOL","2018","59","17","9","3"
"420101060003","STONEHEDGE ELEMENTARY SCHOOL","2018","170","19","25","3"
"420101060005","ONONDAGA ROAD ELEMENTARY SCHOOL","2018","79","22","18","5"
"420101060006","SPLIT ROCK ELEMENTARY SCHOOL","2018","69","20","10","3"
"420101060008","WEST GENESEE MIDDLE SCHOOL","2018","130","21","29","5"
"420101060009","WEST GENESEE SENIOR HIGH SCHOOL","2018","274","17","84","5"
"420101060011","CAMILLUS MIDDLE SCHOOL","2018","66","16","10","2"
"420303060000","NORTH SYRACUSE CENTRAL SCHOOL DISTRICT","2018","2806","33","358","4"
"420303060001","ALLEN ROAD ELEMENTARY SCHOOL","2018","130","33","13","3"
"420303060002","KARL W SAILE BEAR ROAD ELEMENTARY SCHOOL","2018","207","35","24","4"
"420303060003","CICERO ELEMENTARY SCHOOL","2018","142","24","12","2"
"420303060004","LAKESHORE ROAD ELEMENTARY SCHOOL","2018","133","25","15","3"
"420303060007","ROXBORO ROAD ELEMENTARY SCHOOL","2018","290","58","39","8"
"420303060008","SMITH ROAD ELEMENTARY SCHOOL","2018","243","44","15","3"
"420303060009","GILLETTE ROAD MIDDLE SCHOOL","2018","273","24","33","3"
"420303060010","NORTH SYRACUSE JUNIOR HIGH SCHOOL","2018","437","33","60","4"
"420303060011","ROXBORO ROAD MIDDLE SCHOOL","2018","405","50","50","6"
"420303060014","CICERO-NORTH SYRACUSE HIGH SCHOOL","2018","546","27","97","5"
"420303060015","MAIN STREET ELEMENTARY SCHOOL","2018","0","0","0","0"
"420401060000","EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT","2018","1118","35","192","6"
"420401060001","PARK HILL SCHOOL","2018","0","0","0","0"
"420401060002","FREMONT ELEMENTARY SCHOOL","2018","67","19","13","4"
"420401060003","EAST SYRACUSE ELEMENTARY SCHOOL","2018","171","54","18","6"
"420401060004","WOODLAND ELEMENTARY SCHOOL","2018","146","43","19","6"
"420401060005","EAST SYRACUSE-MINOA CENTRAL HIGH SCHOOL","2018","338","33","64","6"
"420401060009","MINOA ELEMENTARY SCHOOL","2018","131","33","22","6"
"420401060010","PINE GROVE MIDDLE SCHOOL","2018","265","36","56","8"
"420411060000","JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT","2018","546","19","63","2"
"420411060002","JAMESVILLE ELEMENTARY SCHOOL","2018","76","21","14","4"
"420411060003","MOSES DEWITT ELEMENTARY SCHOOL","2018","87","32","8","3"
"420411060004","TECUMSEH ELEMENTARY SCHOOL","2018","51","17","4","1"
"420411060005","JAMESVILLE-DEWITT MIDDLE SCHOOL","2018","161","17","17","2"
"420411060006","JAMESVILLE-DEWITT HIGH SCHOOL","2018","171","18","20","2"
"420501060000","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT","2018","399","33","74","6"
"420501060001","ELBRIDGE ELEMENTARY SCHOOL","2018","151","37","26","6"
"420501060003","JORDAN-ELBRIDGE HIGH SCHOOL","2018","130","31","24","6"
"420501060004","JORDAN-ELBRIDGE MIDDLE SCHOOL","2018","118","32","24","6"
"420601040000","FABIUS-POMPEY CENTRAL SCHOOL DISTRICT","2018","144","23","52","8"
"420601040001","FABIUS-POMPEY ELEMENTARY SCHOOL","2018","73","26","27","10"
"420601040003","FABIUS-POMPEY MIDDLE SCHOOL HIGH SCHOOL","2018","71","21","25","8"
"420701060000","WESTHILL CENTRAL SCHOOL DISTRICT","2018","295","17","38","2"
"420701060001","WESTHILL HIGH SCHOOL","2018","86","15","12","2"
"420701060002","CHERRY ROAD ELEMENTARY SCHOOL","2018","74","20","14","4"
"420701060003","WALBERTA PARK PRIMARY SCHOOL","2018","44","16","4","1"
"420701060004","ONONDAGA HILL MIDDLE SCHOOL","2018","91","16","8","1"
"420702030000","SOLVAY UNION FREE SCHOOL DISTRICT","2018","814","57","94","7"
"420702030001","SOLVAY ELEMENTARY SCHOOL","2018","293","61","24","5"
"420702030004","SOLVAY HIGH SCHOOL","2018","271","50","43","8"
"420702030007","SOLVAY MIDDLE SCHOOL","2018","250","64","27","7"
"420807040000","LAFAYETTE CENTRAL SCHOOL DISTRICT","2018","377","45","27","3"
"420807040002","ONONDAGA NATION SCHOOL","2018","94","76","4","3"
"420807040003","LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL","2018","135","38","11","3"
"420807040004","C GRANT GRIMSHAW SCHOOL","2018","148","42","12","3"
"420901060000","BALDWINSVILLE CENTRAL SCHOOL DISTRICT","2018","1259","23","147","3"
"420901060002","HARRY E ELDEN ELEMENTARY SCHOOL","2018","164","33","15","3"
"420901060003","CATHERINE M MCNAMARA ELEMENTARY SCHOOL","2018","149","27","13","2"
"420901060004","L PEARL PALMER ELEMENTARY SCHOOL","2018","53","11","6","1"
"420901060005","VAN BUREN ELEMENTARY SCHOOL","2018","139","27","14","3"
"420901060006","THEODORE R DURGEE JUNIOR HIGH SCHOOL","2018","201","23","26","3"
"420901060007","CHARLES W BAKER HIGH SCHOOL","2018","267","21","35","3"
"420901060008","MAE E REYNOLDS SCHOOL","2018","112","26","20","5"
"420901060009","DONALD S RAY SCHOOL","2018","174","21","18","2"
"421001060000","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","2018","518","12","82","2"
"421001060001","FAYETTEVILLE ELEMENTARY SCHOOL","2018","75","15","13","3"
"421001060002","FAYETTEVILLE-MANLIUS SENIOR HIGH SCHOOL","2018","176","12","17","1"
"421001060005","EAGLE HILL MIDDLE SCHOOL","2018","51","8","15","2"
"421001060006","WELLWOOD MIDDLE SCHOOL","2018","96","15","18","3"
"421001060007","MOTT ROAD ELEMENTARY SCHOOL","2018","67","16","10","2"
"421001060008","ENDERS ROAD ELEMENTARY SCHOOL","2018","53","9","9","2"
"421101060000","MARCELLUS CENTRAL SCHOOL DISTRICT","2018","318","20","52","3"
"421101060001","K C HEFFERNAN ELEMENTARY SCHOOL","2018","85","21","19","5"
"421101060003","MARCELLUS HIGH SCHOOL","2018","102","19","12","2"
"421101060004","C S DRIVER MIDDLE SCHOOL","2018","131","21","21","3"
"421201040000","ONONDAGA CENTRAL SCHOOL DISTRICT","2018","328","39","59","7"
"421201040001","ROCKWELL ELEMENTARY SCHOOL","2018","65","39","8","5"
"421201040002","WHEELER ELEMENTARY SCHOOL","2018","105","45","15","6"
"421201040003","ONONDAGA SENIOR HIGH SCHOOL","2018","158","37","36","8"
"421501060000","LIVERPOOL CENTRAL SCHOOL DISTRICT","2018","2415","34","346","5"
"421501060001","NATE PERRY ELEMENTARY SCHOOL","2018","158","36","18","4"
"421501060002","CHESTNUT HILL MIDDLE SCHOOL","2018","150","45","26","8"
"421501060004","ELMCREST ELEMENTARY SCHOOL","2018","109","24","13","3"
"421501060005","LIVERPOOL MIDDLE SCHOOL","2018","123","37","15","4"
"421501060009","CHESTNUT HILL ELEMENTARY SCHOOL","2018","208","55","27","7"
"421501060010","LIVERPOOL ELEMENTARY SCHOOL","2018","140","45","13","4"
"421501060011","LIVERPOOL HIGH SCHOOL","2018","627","29","116","5"
"421501060012","MORGAN ROAD ELEMENTARY SCHOOL","2018","174","35","23","5"
"421501060013","SOULE ROAD ELEMENTARY SCHOOL","2018","113","28","13","3"
"421501060014","SOULE ROAD MIDDLE SCHOOL","2018","130","31","22","5"
"421501060015","LONG BRANCH ELEMENTARY SCHOOL","2018","179","48","12","3"
"421501060016","DONLIN DRIVE ELEMENTARY SCHOOL","2018","169","35","30","6"
"421501060019","WILLOW FIELD ELEMENTARY SCHOOL","2018","135","33","18","4"
"421504020000","LYNCOURT UNION FREE SCHOOL DISTRICT","2018","214","56","24","6"
"421504020001","LYNCOURT SCHOOL","2018","214","56","24","6"
"421601060000","SKANEATELES CENTRAL SCHOOL DISTRICT","2018","151","11","20","1"
"421601060002","SKANEATELES SENIOR HIGH SCHOOL","2018","53","11","5","1"
"421601060003","WATERMAN ELEMENTARY SCHOOL","2018","26","10","5","2"
"421601060004","STATE STREET INTERMEDIATE SCHOOL","2018","36","13","6","2"
"421601060005","SKANEATELES MIDDLE SCHOOL","2018","36","11","4","1"
"421800010000","SYRACUSE CITY SCHOOL DISTRICT","2018","16276","83","253","1"
"421800010003","CLARY MIDDLE SCHOOL","2018","289","81","6","2"
"421800010004","BELLEVUE ELEMENTARY SCHOOL","2018","379","92","3","1"
"421800010006","VAN DUYN ELEMENTARY SCHOOL","2018","344","87","6","2"
"421800010008","EDWARD SMITH K-8 SCHOOL","2018","469","66","12","2"
"421800010010","ROBERTS K-8 SCHOOL","2018","467","71","9","1"
"421800010011","MEACHEM ELEMENTARY SCHOOL","2018","286","77","8","2"
"421800010012","LEMOYNE ELEMENTARY SCHOOL","2018","316","79","10","2"
"421800010013","SALEM HYDE ELEMENTARY SCHOOL","2018","379","73","7","1"
"421800010015","HUNTINGTON K-8 SCHOOL","2018","709","78","11","1"
"421800010018","DR KING ELEMENTARY SCHOOL","2018","541","96","2","0"
"421800010020","DANFORTH MIDDLE SCHOOL","2018","365","94","2","1"
"421800010021","FRANKLIN ELEMENTARY SCHOOL","2018","590","94","6","1"
"421800010022","FRAZER K-8 SCHOOL","2018","803","91","12","1"
"421800010025","HUGHES ELEMENTARY SCHOOL","2018","52","93","0","0"
"421800010027","PORTER ELEMENTARY SCHOOL","2018","409","88","7","2"
"421800010028","SEYMOUR DUAL LANGUAGE ACADEMY","2018","519","94","3","1"
"421800010031","HURLBUT W SMITH K-8 SCHOOL","2018","646","79","8","1"
"421800010033","CORCORAN HIGH SCHOOL","2018","1122","80","19","1"
"421800010035","GRANT MIDDLE SCHOOL","2018","588","87","11","2"
"421800010039","NOTTINGHAM HIGH SCHOOL","2018","1027","76","17","1"
"421800010040","HENNINGER HIGH SCHOOL","2018","1489","80","30","2"
"421800010041","DELAWARE ACADEMY","2018","105","95","1","1"
"421800010042","MCKINLEY-BRIGHTON ELEMENTARY SCHOOL","2018","520","94","3","1"
"421800010043","WEBSTER ELEMENTARY SCHOOL","2018","551","89","9","1"
"421800010047","INSTITUTE OF TECHNOLOGY AT SYRACUSE CENTRAL","2018","372","68","21","4"
"421800010048","LINCOLN MIDDLE SCHOOL","2018","442","89","6","1"
"421800010052","DR WEEKS ELEMENTARY SCHOOL","2018","677","93","7","1"
"421800010058","EXPEDITIONARY LEARNING MIDDLE SCHOOL","2018","135","68","7","4"
"421800010060","WESTSIDE ACADEMY AT BLODGETT","2018","419","94","0","0"
"421800010070","SYRACUSE LATIN SCHOOL","2018","103","35","2","1"
"421800010071","PUBLIC SERVICE LEADERSHIP ACADEMY AT FOWLER","2018","811","87","6","1"
"421800010072","DELAWARE PRIMARY SCHOOL","2018","352","96","2","1"
"421800860845","SOUTHSIDE ACADEMY CHARTER SCHOOL","2018","556","82","82","12"
"421800860854","SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL","2018","599","63","88","9"
"421800861124","SYRACUSE ACADEMY OF SCI-CITIZENSHIP","2018","124","77","13","8"
"421902040000","TULLY CENTRAL SCHOOL DISTRICT","2018","211","27","26","3"
"421902040001","TULLY JUNIOR-SENIOR HIGH SCHOOL","2018","88","22","15","4"
"421902040002","TULLY ELEMENTARY SCHOOL","2018","123","32","11","3"
"430300050000","CANANDAIGUA CITY SCHOOL DISTRICT","2018","1044","30","150","4"
"430300050001","CANANDAIGUA PRIMARY-ELEMENTARY SCHOOL","2018","511","35","64","4"
"430300050002","CANANDAIGUA ACADEMY","2018","300","26","50","4"
"430300050004","CANANDAIGUA MIDDLE SCHOOL","2018","233","29","36","5"
"430501040000","EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT","2018","226","26","56","6"
"430501040001","BLOOMFIELD HIGH SCHOOL","2018","62","22","15","5"
"430501040002","BLOOMFIELD MIDDLE SCHOOL","2018","58","27","16","8"
"430501040004","BLOOMFIELD ELEMENTARY SCHOOL","2018","106","28","25","7"
"430700010000","GENEVA CITY SCHOOL DISTRICT","2018","1245","60","66","3"
"430700010001","WEST STREET ELEMENTARY SCHOOL","2018","321","66","11","2"
"430700010002","NORTH STREET ELEMENTARY SCHOOL","2018","291","63","9","2"
"430700010005","GENEVA MIDDLE SCHOOL","2018","281","59","11","2"
"430700010006","GENEVA HIGH SCHOOL","2018","352","53","35","5"
"430901060000","GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN)","2018","465","42","115","10"
"430901060001","MARCUS WHITMAN HIGH SCHOOL","2018","140","40","40","11"
"430901060002","GORHAM ELEMENTARY SCHOOL","2018","123","47","31","12"
"430901060003","MARCUS WHITMAN MIDDLE SCHOOL","2018","92","36","22","9"
"430901060007","MIDDLESEX VALLEY ELEMENTARY SCHOOL","2018","110","43","22","9"
"431101040000","MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET)","2018","304","40","52","7"
"431101040001","RED JACKET ELEMENTARY SCHOOL","2018","140","43","24","7"
"431101040002","RED JACKET HIGH SCHOOL","2018","100","36","14","5"
"431101040003","RED JACKET MIDDLE SCHOOL","2018","64","39","14","8"
"431201040000","NAPLES CENTRAL SCHOOL DISTRICT","2018","271","41","46","7"
"431201040002","NAPLES HIGH SCHOOL","2018","115","36","29","9"
"431201040003","NAPLES ELEMENTARY SCHOOL","2018","156","45","17","5"
"431301060000","PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT","2018","534","35","112","7"
"431301060001","MIDLAKES PRIMARY SCHOOL","2018","115","38","21","7"
"431301060002","MIDLAKES MIDDLE SCHOOL","2018","82","39","14","7"
"431301060003","MIDLAKES INTERMEDIATE SCHOOL","2018","191","41","42","9"
"431301060004","MIDLAKES HIGH SCHOOL","2018","146","28","35","7"
"431401040000","HONEOYE CENTRAL SCHOOL DISTRICT","2018","177","30","21","4"
"431401040001","HONEOYE ELEMENTARY SCHOOL","2018","81","32","14","6"
"431401040002","HONEOYE MIDDLE/HIGH SCHOOL","2018","96","29","7","2"
"431701060000","VICTOR CENTRAL SCHOOL DISTRICT","2018","731","17","85","2"
"431701060001","VICTOR INTERMEDIATE SCHOOL","2018","159","16","21","2"
"431701060002","VICTOR JUNIOR HIGH SCHOOL","2018","116","16","18","3"
"431701060003","VICTOR PRIMARY SCHOOL","2018","148","20","15","2"
"431701060004","VICTOR SENIOR HIGH SCHOOL","2018","216","16","26","2"
"431701060005","VICTOR EARLY CHILDHOOD SCHOOL","2018","92","17","5","1"
"440102060000","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT","2018","791","20","192","5"
"440102060001","LITTLE BRITAIN ELEMENTARY SCHOOL","2018","55","12","25","6"
"440102060002","TAFT ELEMENTARY SCHOOL","2018","154","21","25","3"
"440102060003","WASHINGTONVILLE SENIOR HIGH SCHOOL","2018","260","19","63","5"
"440102060004","WASHINGTONVILLE MIDDLE SCHOOL","2018","183","19","52","5"
"440102060005","ROUND HILL ELEMENTARY SCHOOL","2018","139","37","27","7"
"440201020000","CHESTER UNION FREE SCHOOL DISTRICT","2018","313","30","57","5"
"440201020001","CHESTER ACADEMY-MIDDLE/HIGH SCHOOL","2018","186","29","36","6"
"440201020002","CHESTER ELEMENTARY SCHOOL","2018","127","32","21","5"
"440301060000","CORNWALL CENTRAL SCHOOL DISTRICT","2018","486","15","135","4"
"440301060001","WILLOW AVENUE ELEMENTARY SCHOOL","2018","42","16","12","5"
"440301060002","CORNWALL-ON-HUDSON ELEMENTARY SCHOOL","2018","32","13","11","5"
"440301060003","CORNWALL CENTRAL HIGH SCHOOL","2018","157","14","47","4"
"440301060004","CORNWALL ELEMENTARY SCHOOL","2018","88","17","29","6"
"440301060005","CORNWALL MIDDLE SCHOOL","2018","167","16","36","4"
"440401060000","PINE BUSH CENTRAL SCHOOL DISTRICT","2018","1794","36","408","8"
"440401060001","E J RUSSELL ELEMENTARY SCHOOL","2018","164","30","43","8"
"440401060004","CRISPELL MIDDLE SCHOOL","2018","231","34","40","6"
"440401060005","PINE BUSH SENIOR HIGH SCHOOL","2018","553","33","124","7"
"440401060006","CIRCLEVILLE ELEMENTARY SCHOOL","2018","177","37","38","8"
"440401060007","CIRCLEVILLE MIDDLE SCHOOL","2018","211","41","60","12"
"440401060008","PAKANASINK ELEMENTARY SCHOOL","2018","218","47","63","14"
"440401060009","PINE BUSH ELEMENTARY SCHOOL","2018","240","38","40","6"
"440601040000","GOSHEN CENTRAL SCHOOL DISTRICT","2018","674","23","97","3"
"440601040001","GOSHEN CENTRAL HIGH SCHOOL","2018","231","24","33","3"
"440601040003","SCOTCHTOWN AVENUE SCHOOL","2018","141","25","12","2"
"440601040004","C J HOOKER MIDDLE SCHOOL","2018","150","21","28","4"
"440601040005","GOSHEN INTERMEDIATE SCHOOL","2018","152","23","24","4"
"440901040000","HIGHLAND FALLS CENTRAL SCHOOL DISTRICT","2018","310","33","40","4"
"440901040001","FORT MONTGOMERY ELEMENTARY SCHOOL","2018","52","36","5","3"
"440901040003","JAMES I O'NEILL HIGH SCHOOL","2018","104","22","20","4"
"440901040004","HIGHLAND FALLS INTERMEDIATE SCHOOL","2018","154","47","15","5"
"441000010000","MIDDLETOWN CITY SCHOOL DISTRICT","2018","5253","72","545","7"
"441000010006","WILLIAM A CARTER SCHOOL","2018","603","74","46","6"
"441000010009","MIDDLETOWN HIGH SCHOOL","2018","1441","67","172","8"
"441000010010","MIDDLETOWN TWIN TOWERS MIDDLE SCHOOL","2018","691","73","71","7"
"441000010014","MONHAGEN MIDDLE SCHOOL","2018","591","73","68","8"
"441000010015","MAPLE HILL ELEMENTARY SCHOOL","2018","826","75","83","8"
"441000010018","PRESIDENTIAL PARK ELEMENTARY SCHOOL","2018","1101","74","105","7"
"441101040000","MINISINK VALLEY CENTRAL SCHOOL DISTRICT","2018","798","22","177","5"
"441101040001","MINISINK VALLEY HIGH SCHOOL","2018","251","19","69","5"
"441101040002","MINISINK VALLEY ELEMENTARY SCHOOL","2018","90","20","16","4"
"441101040003","MINISINK VALLEY MIDDLE SCHOOL","2018","195","23","36","4"
"441101040004","OTISVILLE ELEMENTARY SCHOOL","2018","141","26","36","7"
"441101040005","MINISINK VALLEY INTERMEDIATE SCHOOL","2018","121","25","20","4"
"441201060000","MONROE-WOODBURY CENTRAL SCHOOL DISTRICT","2018","1569","23","273","4"
"441201060001","PINE TREE ELEMENTARY SCHOOL","2018","193","22","37","4"
"441201060002","CENTRAL VALLEY SCHOOL","2018","140","25","17","3"
"441201060003","NORTH MAIN STREET SCHOOL","2018","157","31","32","6"
"441201060005","SMITH CLOVE ELEMENTARY SCHOOL","2018","155","30","26","5"
"441201060006","MONROE-WOODBURY HIGH SCHOOL","2018","486","21","83","4"
"441201060009","MONROE-WOODBURY MIDDLE SCHOOL","2018","374","22","64","4"
"441201060011","SAPPHIRE ELEMENTARY SCHOOL","2018","64","21","14","5"
"441202020000","KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT","2018","132","81","0","0"
"441202020001","KIRYAS JOEL VILLAGE SCHOOL","2018","132","81","0","0"
"441301060000","VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)","2018","1346","32","244","6"
"441301060001","EAST COLDENHAM ELEMENTARY SCHOOL","2018","132","40","9","3"
"441301060002","MONTGOMERY ELEMENTARY SCHOOL","2018","132","25","19","4"
"441301060003","WALDEN ELEMENTARY SCHOOL","2018","191","42","31","7"
"441301060004","VALLEY CENTRAL HIGH SCHOOL","2018","439","31","86","6"
"441301060006","VALLEY CENTRAL MIDDLE SCHOOL","2018","299","30","62","6"
"441301060007","BEREA ELEMENTARY SCHOOL","2018","153","32","37","8"
"441600010000","NEWBURGH CITY SCHOOL DISTRICT","2018","6256","58","206","2"
"441600010001","BALMVILLE SCHOOL","2018","234","53","9","2"
"441600010003","HERITAGE MIDDLE SCHOOL","2018","500","55","20","2"
